Credit_History,Debt_Burden,Employment_Years,Income,Loan_Amount,Down_Payment,LTV,Property_Type,Savings,Interest_Rate_Type,Marital_Status,Age,Education,Location,Recent_Credit_Activity,Will_Default
Poor,0.7677767496647152,1,75746,303079,12262.97803890668,0.9595386746065986,Vacation Home,45684.61657000017,Variable,Married,59,PhD,Rural,Moderate,0
Good,0.6448920660728142,5,90264,184655,16688.48441767967,0.9096234360419179,Primary Residence,28521.4885177885,Fixed,Widowed,61,Bachelor,Suburban,High,0
Poor,1.3423943495185044,0,144458,262864,32705.02356597395,0.8755819603826543,Vacation Home,38018.646983855906,Variable,Single,56,Bachelor,Suburban,High,1
Good,1.3515069149379868,14,56497,356243,9530.687059165895,0.9732466685403898,Vacation Home,39739.86959358387,Fixed,Widowed,39,Bachelor,Rural,Moderate,0
Poor,0.5701429104981484,14,158313,438998,36347.0189965064,0.9172045909172561,Primary Residence,39370.21918074494,Variable,Divorced,42,Bachelor,Rural,Low,0
Fair,0.9610976556205771,13,37057,57539,10885.196531339221,0.8108205472576996,Vacation Home,22721.07072552529,Fixed,Widowed,22,Bachelor,Urban,Low,0
Poor,1.3976705870042099,6,69700,356523,11858.327036399245,0.9667389564308636,Vacation Home,36997.13068172013,Variable,Single,24,High School,Suburban,High,1
Fair,1.4468818985178922,4,34432,368436,8384.187636447954,0.9772438425223161,Primary Residence,27426.527111183917,Variable,Widowed,34,PhD,Rural,Low,0
Fair,0.8125426565908664,19,81488,436756,13907.529907838096,0.9681572092705353,Primary Residence,20732.984333689314,Variable,Divorced,65,Masters,Suburban,High,0
Poor,0.7339547273980574,15,119199,268918,19378.51849879985,0.9279389312028208,Primary Residence,8290.631075700843,Fixed,Divorced,24,Masters,Urban,Low,0
Fair,0.49017204229993605,16,38953,189295,5834.019648520539,0.9691802760320107,Vacation Home,45451.90712376043,Variable,Married,53,High School,Rural,Low,0
Excellent,1.442420622466574,10,135864,387840,26275.62053449955,0.9322513909485882,Rental,20745.56713739081,Fixed,Divorced,58,Masters,Urban,High,0
Fair,0.2999400262620143,14,49347,474555,10427.985217389405,0.9780257605179812,Rental,11978.275432719593,Fixed,Married,58,Bachelor,Suburban,Low,0
Good,0.9117614064668149,19,41249,114590,7706.427633617174,0.9327478171427073,Rental,12114.78780115136,Variable,Single,65,Masters,Urban,Moderate,0
Poor,0.4955703745260944,15,133346,323666,17894.16016142025,0.9447141183769063,Vacation Home,12104.413143302978,Variable,Divorced,42,Bachelor,Urban,Low,0
Excellent,0.49061160648691526,2,198740,151872,44702.265963325146,0.7056582782650841,Vacation Home,123.67717685690116,Variable,Divorced,66,PhD,Urban,High,0
Poor,0.6669560223266637,5,103442,78014,12177.074404995592,0.8439116773272028,Rental,21910.95747428296,Variable,Married,36,Masters,Urban,Low,0
Good,1.4983101101419163,12,125781,172894,26100.375340529754,0.8490382816030068,Primary Residence,44534.37935381158,Variable,Divorced,28,High School,Suburban,Moderate,0
Good,0.1769528295757509,0,153874,94082,27069.926904347718,0.7122730500590153,Primary Residence,1257.3209186359736,Fixed,Widowed,23,Masters,Urban,Moderate,0
Good,0.9099585454849439,13,121426,102945,25015.44846791817,0.7570018119586364,Vacation Home,47829.87384653747,Variable,Married,49,Bachelor,Urban,Low,0
Fair,0.21560102124938804,1,131086,439588,25096.46296927033,0.9429091263426884,Rental,8956.151292905744,Fixed,Single,67,High School,Urban,High,0
Fair,0.31632916198672656,1,38033,123492,9345.223043078366,0.9243252757824121,Vacation Home,35943.716022121946,Variable,Divorced,33,Bachelor,Urban,Moderate,0
Poor,0.7153881184820581,14,55088,188457,13619.864580480342,0.9277295904079957,Vacation Home,39266.419526306614,Fixed,Single,49,PhD,Urban,Moderate,0
Poor,0.8146441838850178,17,129001,376696,30989.729752711777,0.9177327878376416,Rental,36755.77460212055,Variable,Single,50,Masters,Urban,High,1
Excellent,0.4623093717103336,8,37527,477778,11371.114295179937,0.9762000044054353,Vacation Home,16958.780310371258,Fixed,Widowed,20,PhD,Suburban,Moderate,0
Excellent,0.5430399832241827,2,163036,379088,32814.131127505636,0.9134392776149453,Primary Residence,35190.615823758955,Variable,Married,46,PhD,Urban,Moderate,0
Poor,0.22175382835830626,3,61005,444132,16917.01625002824,0.9619099361225306,Primary Residence,23648.711012708256,Variable,Married,21,High School,Suburban,Moderate,1
Fair,0.5245076973819507,14,24406,377370,2337.1160779694446,0.9938068312850268,Rental,7609.8571281940085,Variable,Divorced,64,Bachelor,Urban,High,0
Good,1.4531818151327618,4,114538,103583,31312.130031315886,0.6977097590211147,Vacation Home,10046.488724876024,Variable,Single,59,Masters,Suburban,Moderate,0
Poor,1.4225903343414743,19,154191,254386,27866.284186111883,0.8904566910674648,Primary Residence,1301.4761162519483,Fixed,Married,60,High School,Rural,High,0
Excellent,0.568829606191779,19,78935,158180,13438.12763593679,0.9150453430526186,Rental,16598.51838740175,Variable,Divorced,29,Masters,Suburban,Moderate,0
Fair,0.8991955107902662,4,78327,121882,6580.601140267481,0.9460084250318548,Rental,36399.47475559659,Variable,Widowed,43,PhD,Rural,Moderate,0
Poor,1.373433547555322,9,79094,164173,12480.068452459389,0.9239822111281429,Rental,48452.41423353583,Variable,Single,39,High School,Rural,Moderate,0
Poor,0.10865735169725535,15,121815,479150,23027.723358279407,0.9519404709208402,Vacation Home,6677.90977355992,Variable,Widowed,61,PhD,Suburban,High,1
Fair,1.2349569984726285,11,122132,66448,23064.832866638128,0.6528889828642227,Rental,17664.043545937875,Fixed,Divorced,35,Masters,Rural,Moderate,0
Poor,1.4277173739044866,13,102485,300408,28911.507971162726,0.9037591942585992,Vacation Home,9074.926036591813,Fixed,Single,60,PhD,Rural,Low,1
Fair,0.22785602806697988,10,158723,496687,34669.58050395161,0.9301983331475323,Rental,38044.35857331256,Variable,Widowed,57,PhD,Rural,High,0
Good,0.32602676044608947,18,177968,479634,40288.64423016115,0.9160012754930611,Vacation Home,45979.18986172403,Fixed,Single,63,High School,Urban,High,0
Fair,1.4450448238798976,5,117196,64715,23439.801702389937,0.637799556480106,Primary Residence,5700.069941130481,Variable,Divorced,68,PhD,Urban,Low,0
Fair,0.8525562010964848,9,127396,285774,21973.772975331784,0.9231078650425449,Vacation Home,45179.32727843642,Variable,Single,61,PhD,Suburban,Low,0
Fair,0.11987528826041319,19,30370,477999,16968.47679700974,0.9645010203012773,Primary Residence,13574.647264620016,Fixed,Widowed,62,Bachelor,Suburban,Moderate,0
Poor,0.4606847982689408,2,64552,75897,12405.785267982996,0.8365444580420439,Primary Residence,11153.173054723526,Variable,Married,60,Masters,Urban,High,0
Poor,0.7299211439764034,14,121075,152328,27437.375854574297,0.8198796291254773,Rental,2831.7198980553794,Variable,Divorced,37,Masters,Suburban,High,1
Fair,1.0700724754346747,10,157849,203770,26832.13096252449,0.8683214851915174,Primary Residence,4023.413896898692,Fixed,Single,54,PhD,Suburban,Low,0
Poor,1.1264245293915194,1,151185,91572,24383.92963989092,0.7337184986689063,Vacation Home,3461.2381292916994,Fixed,Single,49,Masters,Urban,Low,0
Excellent,1.4935901180956386,5,151603,189915,37799.70764365659,0.8009651283802933,Primary Residence,22320.610467358987,Variable,Single,56,High School,Urban,Low,0
Excellent,0.5025156791372626,16,160786,343695,34319.71767071422,0.900144844496678,Vacation Home,32932.194410480624,Variable,Single,24,High School,Urban,Low,0
Poor,0.8535081426158653,17,154482,149691,29784.13350272871,0.8010292301960124,Vacation Home,9221.036981176745,Variable,Single,56,Masters,Urban,Moderate,0
Poor,0.8466529670034469,3,94772,77442,18011.23718536039,0.7674228818294931,Vacation Home,10881.942597996807,Variable,Widowed,30,High School,Rural,Low,0
Fair,0.6679033632261324,8,140527,207768,22929.857960296104,0.8896372013000264,Rental,8644.842953272664,Variable,Widowed,23,Bachelor,Urban,High,0
Good,0.3368266513793883,9,44608,137099,6116.300094447759,0.9553877118400006,Vacation Home,40327.918290260925,Variable,Divorced,56,PhD,Urban,Low,0
Poor,1.4684391884573795,1,28324,138399,7793.382289876316,0.943689027450514,Rental,6858.9945329264265,Variable,Divorced,30,Masters,Urban,Moderate,1
Excellent,1.2946440613332204,10,96695,54763,19567.24990521544,0.6426921478878906,Primary Residence,3670.2557262043024,Variable,Widowed,31,Bachelor,Urban,High,0
Fair,0.7976662396119321,10,185566,339915,40877.26130615067,0.8797426965383972,Primary Residence,1835.8379472940335,Fixed,Married,68,Masters,Urban,Low,0
Poor,0.9445435917576417,10,74222,409878,1140.6841558487922,0.9972170154147116,Rental,2007.517542457371,Fixed,Widowed,66,Masters,Rural,Moderate,0
Excellent,0.4181654749835272,0,192057,398173,39282.901640282544,0.901342126060073,Primary Residence,27333.641084594794,Variable,Married,47,Masters,Urban,High,0
Excellent,0.8613018985484456,13,117643,186607,27427.766728929386,0.8530185538113286,Primary Residence,4699.261655812631,Variable,Widowed,45,Bachelor,Rural,Moderate,0
Good,1.0729581863700661,0,186488,82519,26266.826307525036,0.6816875349007497,Primary Residence,11121.330296538745,Variable,Divorced,53,High School,Rural,Low,0
Fair,0.8212338397412242,8,65600,441194,7949.966189368347,0.9819807926006058,Primary Residence,41633.84309508496,Variable,Divorced,20,Bachelor,Rural,High,0
Fair,1.4863992388189178,0,29453,193092,-1339.626019625337,1.00693776034028,Vacation Home,48405.394601209766,Variable,Single,25,Bachelor,Suburban,High,0
Good,0.9558783187468166,3,120369,210817,30556.442358754513,0.8550570288033957,Primary Residence,43042.895561128906,Fixed,Married,52,Bachelor,Rural,High,0
Good,0.6193631976290366,0,178993,343050,36159.07183326849,0.8945953306128305,Vacation Home,47980.13021881573,Fixed,Married,66,PhD,Urban,Moderate,0
Fair,1.1810128386621734,18,86469,479112,17999.47787479285,0.9624315861953094,Primary Residence,33522.567440149614,Fixed,Married,43,Masters,Urban,High,0
Fair,0.3386475162142989,9,116544,136786,28981.136007334986,0.7881279077732006,Rental,49360.821058627705,Variable,Single,53,PhD,Suburban,Low,0
Poor,0.6383221391887731,14,45392,61297,8524.371728716105,0.8609332964302314,Rental,24817.19138836422,Fixed,Married,27,High School,Urban,Low,0
Poor,0.5857425305286201,19,183249,492905,33400.52907360628,0.9322373904228882,Vacation Home,39734.413764786805,Variable,Single,35,High School,Rural,Moderate,0
Good,0.7045299331508881,3,78081,441140,16472.22872166122,0.9626598614461142,Rental,48583.13930070678,Variable,Single,35,High School,Rural,Moderate,0
Poor,1.1944917563002169,19,108387,104183,23828.5235888563,0.7712820365236526,Vacation Home,35464.56129142398,Fixed,Single,35,High School,Rural,High,0
Excellent,0.7778422450287704,13,162178,244645,26781.384279887337,0.8905296070637563,Primary Residence,47835.99923052767,Fixed,Single,53,Bachelor,Rural,Low,0
Poor,1.2116202303723478,4,72754,469999,22382.872608465223,0.9523767654644687,Rental,12682.229858721133,Variable,Widowed,39,PhD,Suburban,High,1
Poor,0.9070844643958121,14,26878,310520,-4090.615545065608,1.013173436638753,Vacation Home,15013.77409175057,Fixed,Divorced,33,PhD,Rural,Moderate,1
Excellent,0.5788972085205775,14,20792,262865,5790.674005173053,0.977970920414764,Vacation Home,19862.00665319905,Variable,Married,45,High School,Urban,Low,0
Good,1.2339702411568614,15,31367,285374,14641.93031908058,0.9486921362174529,Primary Residence,23229.337853553767,Fixed,Divorced,21,PhD,Urban,High,0
Excellent,0.43360553877432817,15,58731,358935,12351.385733697658,0.9655887953704775,Primary Residence,44870.23582847151,Fixed,Married,38,PhD,Rural,Low,0
Poor,0.4141361717197136,3,29547,290745,-4364.919751732398,1.01501287984912,Rental,44393.12274760602,Variable,Divorced,21,PhD,Suburban,Low,0
Good,0.80630409367677,8,119689,342230,31370.79415374714,0.9083341783194134,Vacation Home,32898.00816454403,Variable,Single,69,PhD,Suburban,Moderate,0
Poor,0.4651889443469245,0,48568,270671,7307.529050687621,0.9730021721917471,Primary Residence,11615.089055863637,Fixed,Divorced,45,PhD,Rural,High,0
Excellent,0.11272184893170285,4,82907,158818,20485.795002108072,0.8710108740690095,Rental,12018.864092168196,Variable,Single,44,Bachelor,Rural,Moderate,0
Excellent,1.0076165382183222,8,70212,407664,16137.025242952765,0.9604158688455376,Vacation Home,31587.163371857307,Fixed,Divorced,68,Bachelor,Rural,Low,0
Poor,0.8155313500613571,19,193403,133957,38599.49957242196,0.7118515674998547,Primary Residence,25169.39898608132,Fixed,Single,38,PhD,Urban,Moderate,0
Fair,0.7237249402904256,4,84379,439377,6581.149233941513,0.9850216346464619,Rental,12926.640465714829,Fixed,Divorced,65,PhD,Urban,Moderate,0
Fair,1.4537559204656414,3,155210,354066,33076.76931529932,0.9065802157922552,Rental,8411.860940058736,Fixed,Single,68,PhD,Suburban,High,1
Excellent,0.8996788575480791,15,135837,313387,30857.905289324597,0.9015341884337111,Primary Residence,36131.27278669317,Variable,Married,67,High School,Urban,High,0
Excellent,1.3088042089051384,1,198184,237341,31631.896379929465,0.8667238429941331,Primary Residence,40661.58524335778,Variable,Widowed,36,High School,Suburban,High,0
Fair,0.29523033068722426,15,162466,173412,40866.116284948774,0.7643408974872052,Vacation Home,13065.244135156989,Variable,Single,49,PhD,Suburban,Low,0
Fair,0.8968890483811987,17,109412,354973,19951.523056430942,0.9437942517982187,Vacation Home,21246.125976129788,Fixed,Divorced,31,Bachelor,Suburban,Low,0
Poor,1.3151714774232641,1,190167,102282,47115.41060665056,0.5393577500767431,Primary Residence,35674.70862329628,Variable,Married,40,High School,Urban,High,0
Poor,0.9163480601918571,15,154425,202935,34220.11161256423,0.8313740280751756,Rental,23461.086437391594,Variable,Single,55,Masters,Urban,Low,0
Fair,1.1052198493778023,0,197204,344481,39559.164374697335,0.8851630006453264,Primary Residence,48062.85351287151,Fixed,Divorced,59,High School,Suburban,Low,0
Poor,0.6208609949370902,15,85064,412101,17536.593423186794,0.9574458848117651,Vacation Home,6479.960557538844,Variable,Widowed,47,High School,Suburban,High,1
Poor,0.22942932385189324,2,75121,467904,19948.363261387392,0.9573665468528002,Vacation Home,42717.386721034745,Fixed,Widowed,52,Masters,Rural,Low,0
Good,0.7410604131779,14,35205,57974,14680.929823502143,0.7467670020439828,Primary Residence,15303.67126084316,Variable,Divorced,65,PhD,Suburban,Moderate,0
Poor,0.6522711471744005,10,155700,190563,26280.670710572427,0.8620893315566378,Vacation Home,34352.344868420936,Fixed,Single,28,High School,Suburban,High,0
Excellent,1.3138842553305263,9,72600,314448,11527.142797867935,0.9633416564968836,Rental,12684.751568853497,Fixed,Married,37,High School,Rural,Moderate,0
Poor,0.4415934232934611,16,115526,472216,31395.345734839062,0.9335148624044102,Vacation Home,48323.48175253117,Variable,Divorced,43,PhD,Suburban,Moderate,0
Poor,1.4534279185491512,3,58095,400984,7208.178931269975,0.9820237741873242,Rental,2506.713215708206,Variable,Widowed,51,High School,Urban,Moderate,1
Fair,1.4413933677262947,16,113159,323642,22742.512812850866,0.9297294145603757,Vacation Home,25678.567344517684,Variable,Divorced,42,High School,Urban,Moderate,0
Excellent,0.44668430030001416,3,145590,390018,25681.559218467562,0.9341528872552868,Rental,45525.66383645591,Variable,Divorced,31,PhD,Suburban,Moderate,0
Poor,0.5872727376682486,18,78844,174581,19464.87220781427,0.8885052084258065,Primary Residence,23492.02286972597,Fixed,Married,53,High School,Rural,High,0
Poor,1.353778037223439,0,198121,184886,27305.770040140356,0.8523102341976116,Rental,42017.31293505921,Fixed,Married,45,PhD,Rural,Low,0
Good,1.4532711092545505,13,41433,175710,11959.921660015629,0.9319337450343428,Primary Residence,47491.43183622092,Variable,Divorced,25,High School,Urban,Low,0
Poor,0.7208147439704616,10,112060,142755,28213.78873404611,0.8023621678116626,Vacation Home,3391.756432869125,Fixed,Divorced,24,PhD,Urban,High,0
Poor,0.5493958638972569,6,163165,79925,35920.3425879237,0.5505743811332662,Rental,24440.36548037348,Variable,Married,42,Masters,Rural,Low,0
Good,0.8365316185521587,16,36684,242296,3179.579530236115,0.986877292525522,Rental,34321.12754072144,Fixed,Married,69,High School,Suburban,Low,0
Fair,1.0628768889120286,3,141485,390189,10580.405389472358,0.9728838962926367,Vacation Home,41608.87450443196,Variable,Single,65,Masters,Suburban,Low,0
Poor,0.4828643215249717,9,71305,218878,10873.592661488385,0.9503212170182093,Vacation Home,8157.782316020701,Variable,Single,34,Bachelor,Suburban,Low,0
Good,1.131062444466702,16,165979,492009,36454.68995952403,0.9259064570779721,Rental,28339.2533773851,Fixed,Single,51,Bachelor,Suburban,Moderate,0
Excellent,0.17232029996049744,3,74057,63365,14688.588010669419,0.768190830731959,Primary Residence,8146.089031198961,Fixed,Single,32,Masters,Rural,Low,0
Fair,0.16901228987018302,18,163993,276934,37192.64041242736,0.8656985404015853,Vacation Home,37769.840149207856,Fixed,Divorced,60,High School,Rural,Low,0
Excellent,0.6408027872037633,17,105938,479765,20081.458499732402,0.9581431357024117,Rental,14231.854361079244,Fixed,Divorced,47,Masters,Rural,Low,0
Excellent,0.5948624688850088,16,197866,84726,38214.02286211967,0.5489693498793797,Vacation Home,13440.90107154966,Variable,Single,52,Masters,Suburban,Moderate,0
Good,0.5418865015140132,5,88618,100448,25724.5367827074,0.7439019514305172,Vacation Home,38490.09162591941,Variable,Divorced,27,PhD,Suburban,Low,0
Poor,0.787427667736474,6,92610,482325,15069.624919817286,0.9687562848290732,Primary Residence,42100.37588957884,Fixed,Married,35,Masters,Urban,High,0
Good,0.5490270152361997,5,49330,375759,13098.783256341278,0.9651404670111926,Primary Residence,17166.8163079856,Fixed,Married,58,Masters,Rural,Low,0
Good,0.3691610858553287,11,168695,432555,37659.457661786466,0.9129371810248721,Primary Residence,25055.12539616465,Fixed,Single,51,PhD,Rural,High,0
Good,0.5332573687240413,8,151531,321368,42163.14205902249,0.8688010565488086,Rental,34673.02762773656,Variable,Divorced,35,PhD,Suburban,Moderate,0
Good,1.464865981934329,17,146908,382762,37660.09098912338,0.9016096399613248,Vacation Home,37258.50825727496,Variable,Married,64,PhD,Suburban,Moderate,0
Fair,0.675558783792788,1,142670,398386,31279.134949764884,0.921485356037198,Primary Residence,38505.900346515176,Fixed,Divorced,32,Masters,Suburban,Low,0
Poor,0.72259788760167,16,85037,241021,20556.12871613777,0.9147122918080259,Rental,19519.38777256466,Variable,Married,39,High School,Suburban,Low,0
Excellent,0.9071629859315959,0,137314,221141,33772.19840260071,0.8472820580416986,Primary Residence,26817.093059190407,Fixed,Divorced,38,Bachelor,Rural,Low,0
Excellent,1.4766770757799172,8,88337,228115,14459.440684951622,0.9366133718302102,Primary Residence,5477.355782863164,Variable,Married,30,Masters,Suburban,Low,0
Poor,0.4382417870100682,5,48831,474150,18573.381858730158,0.9608280462749549,Vacation Home,47427.58304847981,Variable,Married,46,High School,Urban,Moderate,0
Excellent,1.0537949547454073,1,167919,274367,33427.81936228669,0.8781638485594598,Rental,35070.79417287443,Fixed,Married,35,PhD,Suburban,Low,0
Poor,1.1023785709584137,5,20997,79526,7608.09568867949,0.9043319708186066,Vacation Home,18777.6302616715,Fixed,Single,28,Masters,Urban,Low,0
Excellent,0.9502541835102922,8,173097,331756,36426.80619274906,0.8902000078589413,Primary Residence,19480.617491634035,Variable,Divorced,32,Masters,Urban,Low,0
Good,0.22400967549130169,2,117915,395539,19797.92024128822,0.9499469831260933,Vacation Home,4524.204083343658,Fixed,Single,38,Masters,Suburban,Low,0
Excellent,1.047621186158607,15,84784,175245,15051.86912442218,0.9141095658967607,Rental,22846.158353475614,Variable,Divorced,49,PhD,Suburban,Low,0
Poor,0.18973259545064566,14,157456,216247,27504.29071526434,0.8728107640093766,Primary Residence,33651.19734703755,Variable,Married,61,PhD,Urban,Moderate,0
Poor,0.9345997093698556,11,98759,165623,20848.19856767332,0.8741225640902934,Primary Residence,47627.72702227862,Fixed,Widowed,58,Bachelor,Suburban,Moderate,0
Poor,1.1354136481104398,7,68067,292621,5953.997709112009,0.979652869380147,Primary Residence,32379.319226581472,Fixed,Single,36,PhD,Urban,Low,0
Poor,0.3953578468679305,5,31198,93927,1294.8000987644728,0.9862148253562396,Primary Residence,32535.573448703082,Variable,Married,49,PhD,Urban,Low,0
Poor,1.2782708105598837,2,185518,415863,34886.72521295445,0.9161100525582837,Rental,39320.69574447526,Fixed,Single,48,PhD,Suburban,High,1
Fair,0.14249532774620596,3,29382,72073,5087.732424303332,0.9294086214767897,Vacation Home,25490.252785605673,Variable,Widowed,61,PhD,Urban,High,0
Fair,1.2813380091216287,9,44120,310493,16103.202007602227,0.9481366665026194,Rental,1606.94420440759,Fixed,Divorced,21,High School,Urban,Low,0
Excellent,0.744460670899871,13,186537,437661,42282.22556448169,0.9033904653042385,Primary Residence,44492.873742057986,Variable,Divorced,69,High School,Urban,Low,0
Poor,0.4046231159043022,14,46950,136257,8803.483926588831,0.9353905933156548,Rental,20123.568474218217,Fixed,Widowed,67,Masters,Rural,High,0
Excellent,0.2872894029915552,6,145456,187644,38163.22479332492,0.7966189977120243,Primary Residence,49233.23738150484,Variable,Widowed,22,High School,Suburban,High,0
Poor,1.4346300346153216,6,115504,447166,24778.847221805536,0.9445869157722064,Primary Residence,20318.89350676686,Fixed,Divorced,39,PhD,Suburban,Low,1
Poor,0.20173182261361938,7,88462,396722,21063.015332012325,0.946907367547017,Vacation Home,33416.72501444414,Variable,Widowed,20,PhD,Rural,Moderate,0
Fair,0.3787307879102959,9,35735,498517,-2308.541256240751,1.0046308175172376,Primary Residence,22993.676113857055,Fixed,Married,24,Bachelor,Urban,Moderate,0
Fair,0.5869512864062644,18,165295,60006,28350.25349344968,0.5275430208070913,Rental,11620.973333289097,Variable,Single,52,PhD,Rural,Moderate,0
Good,0.9683287885455686,18,125846,221325,30407.44427370561,0.8626117958942479,Rental,46538.57589821565,Fixed,Single,58,PhD,Urban,High,0
Fair,0.8627215193865376,1,122733,266275,27820.413140213837,0.8955199957179087,Vacation Home,31359.514015641376,Variable,Single,42,Masters,Suburban,High,0
Good,0.27590088937723956,14,166434,470947,42262.90782963145,0.9102597365953462,Vacation Home,22526.085298341382,Fixed,Single,37,PhD,Suburban,Low,0
Good,0.5056191772335005,0,132235,215487,35034.50280512586,0.837417093350755,Primary Residence,7208.3740543472495,Fixed,Single,23,Masters,Suburban,Low,0
Good,0.43425247952043367,9,59986,97813,9343.692186564112,0.904473922826576,Primary Residence,49955.35358307987,Variable,Single,60,PhD,Urban,Low,0
Good,0.39895999628647794,5,43409,299212,14437.381820771889,0.9517486537278855,Primary Residence,44757.280280914965,Fixed,Divorced,52,Masters,Rural,Low,0
Good,0.6756020710719818,12,136909,176491,22468.94038998377,0.8726907298956674,Primary Residence,21139.253992161837,Fixed,Divorced,45,Masters,Rural,Moderate,0
Excellent,1.0856440336283195,9,99987,484076,12057.15554873797,0.9750924326991258,Rental,8572.865447676808,Variable,Single,41,Masters,Rural,High,0
Fair,0.40443410510413025,11,25814,72013,6758.178904080885,0.9061533486442602,Primary Residence,1484.3302450192996,Variable,Single,49,High School,Urban,High,0
Good,0.6133504315841739,5,173960,53244,38618.92462630525,0.2746802526800156,Vacation Home,7591.758037344421,Fixed,Widowed,45,PhD,Suburban,High,0
Poor,0.6472843975776271,5,42169,270179,10107.493144546275,0.962589641887244,Rental,26721.45704163557,Fixed,Widowed,20,PhD,Suburban,High,1
Fair,1.4670391412095742,0,105918,283401,25964.4307276131,0.9083827130898864,Rental,40789.61728695744,Fixed,Widowed,25,Bachelor,Suburban,Moderate,1
Fair,1.4365328996306965,11,196199,244512,36331.70453279394,0.8514113641343003,Primary Residence,18176.085279032915,Fixed,Single,36,Masters,Suburban,Low,0
Good,1.2201926158529064,9,166834,127428,38460.866884812465,0.6981757001223242,Primary Residence,21699.063239048057,Variable,Widowed,50,PhD,Rural,High,0
Excellent,0.43832248914685923,13,166649,353606,30730.274260293896,0.9130945904190146,Rental,23663.596397504494,Fixed,Single,67,Bachelor,Suburban,High,0
Good,0.19525223972833755,14,40931,260485,20130.323940562164,0.922719834383699,Vacation Home,878.8203990543864,Variable,Divorced,23,PhD,Suburban,High,0
Excellent,0.5436657928088746,3,95506,465970,23381.459820918244,0.9498219631716242,Primary Residence,8852.049569470955,Fixed,Married,29,Masters,Suburban,Low,0
Poor,0.47351236920736317,0,190350,70588,45956.650387907786,0.3489452826555819,Rental,25045.43948496979,Fixed,Divorced,67,High School,Suburban,High,1
Fair,0.8082961202049513,7,129865,374326,19750.726956476195,0.9472365612955653,Rental,13969.671924272898,Fixed,Single,58,Bachelor,Urban,Low,0
Poor,1.1888190740949103,2,113207,239759,20537.89431502124,0.9143394228578646,Primary Residence,26166.147280352438,Variable,Single,53,Bachelor,Urban,Moderate,0
Excellent,1.3016521144304012,13,157130,241795,30997.44954334728,0.8718027686951869,Vacation Home,5405.004241727468,Fixed,Divorced,41,Masters,Rural,High,0
Excellent,1.282809719574712,16,89051,430644,12001.850691600612,0.9721304588207416,Rental,40140.76417363657,Fixed,Divorced,41,Masters,Suburban,Low,0
Poor,0.6035457857122948,1,88866,288378,25846.348439945636,0.9103733695360062,Rental,39187.22237824841,Fixed,Widowed,26,Bachelor,Urban,Low,0
Excellent,1.062128080844956,14,142179,204710,28719.519352455663,0.859706319415487,Rental,33492.95220760786,Fixed,Widowed,58,PhD,Rural,High,0
Poor,0.537967876533908,5,119978,50785,16447.68927155603,0.6761309585201136,Primary Residence,26571.993024133404,Fixed,Married,56,High School,Urban,High,0
Fair,0.1852677605292558,4,194897,443443,36495.99838069467,0.9176985579190682,Rental,19494.18027286085,Variable,Widowed,34,PhD,Rural,Low,0
Poor,1.0821913718441192,13,94514,382627,13286.28771056889,0.9652761365231182,Rental,34132.6679128021,Fixed,Widowed,38,Masters,Rural,High,1
Fair,0.11375857359770299,18,102475,450693,24220.88549409451,0.946258571812532,Primary Residence,39090.95436817535,Fixed,Widowed,29,Masters,Suburban,Moderate,0
Poor,0.6728556224418839,8,166336,67211,36302.27171515991,0.45987603643510866,Vacation Home,40429.62062019909,Variable,Married,56,PhD,Rural,Low,0
Excellent,0.561130977022906,7,46615,391574,12561.009428245652,0.9679217480521034,Rental,17379.036540042493,Variable,Widowed,56,Masters,Suburban,Low,0
Poor,1.0707285539263933,2,183237,471603,41550.70141711607,0.9118947474525902,Primary Residence,9697.43942009561,Variable,Widowed,69,Masters,Suburban,High,1
Excellent,1.1727436618645304,17,132898,322361,37565.643464395696,0.8834671580482883,Vacation Home,17091.54801288573,Variable,Divorced,23,Bachelor,Suburban,Low,0
Poor,0.5257324903597973,7,142480,228560,37568.669084196954,0.8356288541993482,Primary Residence,386.2587510330084,Fixed,Divorced,65,Bachelor,Rural,High,0
Poor,1.2362778202227949,15,193794,285632,36519.31956209383,0.8721455594537944,Vacation Home,21161.366591147147,Variable,Widowed,69,PhD,Rural,High,0
Good,0.5114834647069072,14,185952,61556,47837.535609768885,0.2228615308049762,Primary Residence,13674.104113933088,Variable,Divorced,60,Masters,Rural,High,0
Excellent,0.7248569039811856,14,101059,389248,19210.368529522548,0.9506474830197649,Vacation Home,39501.99624379276,Variable,Single,44,Masters,Suburban,Low,0
Good,1.1178259378197875,15,21701,339058,4864.797903269846,0.9856520185240584,Vacation Home,33740.616994698066,Fixed,Divorced,47,High School,Rural,High,0
Excellent,1.070088320914704,0,79430,206776,16241.661962408341,0.9214528670522288,Primary Residence,1299.2268865766764,Fixed,Married,68,Masters,Urban,High,0
Good,1.4823158612370801,9,121016,203538,27526.69516777822,0.8647589385383652,Rental,7214.344417757068,Variable,Widowed,63,PhD,Suburban,High,0
Fair,0.4152254339023046,18,75615,463148,5788.977235290897,0.9875008048500892,Vacation Home,27109.566952661295,Fixed,Single,37,High School,Urban,High,0
Poor,1.0272450789554153,4,112519,254296,22628.324377961762,0.9110158068630189,Primary Residence,30904.864358981737,Fixed,Divorced,67,High School,Rural,High,0
